"","Policy.Number","Age","Age.Band","Avg.Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender","Gender.Dummy","Married","Married.Dummy","Vehicle.Age","Vehicle.Age.Band","Avg.Vehicle.Age","Fuel.Type","Fuel.Type.Dummy","Losses","Count","Capped.Losses","logloss"
"787",173980,68,"60+",65.1,48,1,"M",1,"Married",0,2,"0-5",2.5,"P",0,39,1,39,3.66356164612965
"1307",170061,16,"16-25",20.6,0,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,297,1,297,5.6937321388027
"8458",194327,67,"60+",65.1,47,3,"M",1,"Married",0,12,"11+",12.97,"P",0,86,1,86,4.45434729625351
"9636",121117,33,"26-59",42.4,14,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,386,1,386,5.95583736946483
"9496",163761,49,"26-59",42.4,30,3,"F",0,"Single",1,13,"11+",12.97,"P",0,168,1,168,5.12396397940326
"14282",164088,68,"60+",65.1,51,4,"M",1,"Single",1,7,"6-10",8.02,"P",0,47,1,47,3.85014760171006
"7131",157560,61,"60+",65.1,40,2,"M",1,"Married",0,10,"6-10",8.02,"P",0,94,1,94,4.54329478227
"1880",116319,44,"26-59",42.4,24,1,"M",1,"Single",1,10,"6-10",8.02,"D",1,507,1,507,6.22851100359118
"2882",198862,68,"60+",65.1,47,2,"M",1,"Married",0,15,"11+",12.97,"P",0,116,1,116,4.75359019110636
"491",136578,21,"16-25",20.6,4,1,"F",0,"Single",1,10,"6-10",8.02,"D",1,772,1,772,6.64898455002478
"5464",111486,53,"26-59",42.4,36,2,"M",1,"Single",1,15,"11+",12.97,"P",0,180,1,180,5.19295685089021
"10334",189009,24,"16-25",20.6,5,3,"M",1,"Married",0,14,"11+",12.97,"P",0,270,1,270,5.59842195899838
"6757",195470,69,"60+",65.1,51,2,"M",1,"Married",0,12,"11+",12.97,"P",0,111,1,111,4.70953020131233
"7600",180889,23,"16-25",20.6,6,2,"M",1,"Single",1,8,"6-10",8.02,"D",1,748,1,748,6.61740297797448
"11290",169405,60,"60+",65.1,43,3,"F",0,"Married",0,6,"6-10",8.02,"P",0,111,1,111,4.70953020131233
"4583",104057,37,"26-59",42.4,19,2,"F",0,"Married",0,3,"0-5",2.5,"D",1,599,1,599,6.39526159811545
"9713",181262,35,"26-59",42.4,16,3,"M",1,"Single",1,0,"0-5",2.5,"D",1,537,1,537,6.28599809450886
"12176",137076,54,"26-59",42.4,35,3,"M",1,"Single",1,0,"0-5",2.5,"D",1,948,1,948,6.85435450225502
"1417",103481,18,"16-25",20.6,0,1,"F",0,"Married",0,14,"11+",12.97,"P",0,291,1,291,5.67332326717149
"7206",146192,53,"26-59",42.4,35,2,"F",0,"Single",1,7,"6-10",8.02,"P",0,498,1,498,6.21060007702465
"9147",108773,61,"60+",65.1,44,3,"M",1,"Single",1,2,"0-5",2.5,"D",1,511,1,511,6.2363695902037
"2860",128542,57,"26-59",42.4,38,2,"F",0,"Married",0,10,"6-10",8.02,"P",0,276,1,276,5.62040086571715
"7763",140599,23,"16-25",20.6,4,3,"F",0,"Single",1,2,"0-5",2.5,"P",0,479,1,479,6.17170059741091
"9733",101476,19,"16-25",20.6,0,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,384,1,384,5.95064255258773
"9949",198652,53,"26-59",42.4,32,3,"F",0,"Married",0,3,"0-5",2.5,"P",0,325,1,325,5.78382518232974
"1151",143484,40,"26-59",42.4,22,1,"M",1,"Married",0,13,"11+",12.97,"P",0,159,1,159,5.06890420222023
"14313",171938,16,"16-25",20.6,0,4,"M",1,"Married",0,13,"11+",12.97,"P",0,447,1,447,6.10255859461357
"6758",106337,61,"60+",65.1,41,2,"F",0,"Single",1,9,"6-10",8.02,"P",0,323,1,323,5.77765232322266
"5886",150419,16,"16-25",20.6,0,2,"M",1,"Single",1,2,"0-5",2.5,"D",1,1346,1,1200,7.20489251020467
"14858",143835,62,"60+",65.1,45,4,"F",0,"Single",1,12,"11+",12.97,"P",0,211,1,211,5.35185813347607
"7651",108569,20,"16-25",20.6,3,2,"M",1,"Single",1,11,"11+",12.97,"D",1,661,1,661,6.49375383985169
"11275",110745,23,"16-25",20.6,6,3,"M",1,"Married",0,13,"11+",12.97,"P",0,403,1,403,5.99893656194668
"4967",182149,70,"60+",65.1,49,2,"M",1,"Married",0,2,"0-5",2.5,"P",0,321,1,321,5.77144112313002
"15278",163067,32,"26-59",42.4,12,4,"M",1,"Single",1,3,"0-5",2.5,"D",1,973,1,973,6.880384082186
"3169",163962,69,"60+",65.1,48,2,"M",1,"Single",1,3,"0-5",2.5,"P",0,192,1,192,5.25749537202778
"10913",126793,58,"26-59",42.4,37,3,"F",0,"Married",0,4,"0-5",2.5,"P",0,449,1,449,6.10702288774225
"11644",185503,34,"26-59",42.4,17,3,"M",1,"Single",1,2,"0-5",2.5,"D",1,586,1,586,6.37331978957701
"7811",196093,20,"16-25",20.6,2,3,"F",0,"Single",1,11,"11+",12.97,"P",0,458,1,458,6.12686918411419
"9783",169712,21,"16-25",20.6,4,3,"F",0,"Single",1,15,"11+",12.97,"D",1,737,1,737,6.60258789218934
"11924",107562,39,"26-59",42.4,22,3,"M",1,"Single",1,11,"11+",12.97,"P",0,235,1,235,5.45958551414416
"8168",125907,65,"60+",65.1,48,3,"M",1,"Single",1,10,"6-10",8.02,"P",0,389,1,389,5.96357934361845
"5141",121539,60,"60+",65.1,43,2,"M",1,"Single",1,3,"0-5",2.5,"D",1,725,1,725,6.58617165485467
"5118",199463,60,"60+",65.1,43,2,"F",0,"Single",1,5,"0-5",2.5,"P",0,237,1,237,5.46806014113513
"1419",192899,70,"60+",65.1,53,1,"F",0,"Married",0,11,"11+",12.97,"P",0,180,1,180,5.19295685089021
"8645",179053,50,"26-59",42.4,32,3,"M",1,"Married",0,4,"0-5",2.5,"D",1,702,1,702,6.55393340402581
"6549",188394,40,"26-59",42.4,23,2,"M",1,"Single",1,8,"6-10",8.02,"D",1,558,1,558,6.32435896238131
"8597",172914,46,"26-59",42.4,27,3,"M",1,"Single",1,11,"11+",12.97,"P",0,380,1,380,5.94017125272043
"2663",168998,65,"60+",65.1,46,2,"M",1,"Married",0,8,"6-10",8.02,"P",0,318,1,318,5.76205138278018
"2620",147617,28,"26-59",42.4,8,2,"F",0,"Single",1,9,"6-10",8.02,"P",0,445,1,445,6.09807428216624
"3512",137063,53,"26-59",42.4,32,2,"M",1,"Single",1,4,"0-5",2.5,"D",1,769,1,769,6.64509096950564
"10299",193621,51,"26-59",42.4,30,3,"M",1,"Married",0,0,"0-5",2.5,"P",0,410,1,410,6.01615715969835
"13118",132424,66,"60+",65.1,45,4,"F",0,"Married",0,6,"6-10",8.02,"P",0,274,1,274,5.61312810638807
"6964",153236,46,"26-59",42.4,27,2,"M",1,"Married",0,15,"11+",12.97,"P",0,190,1,190,5.24702407216049
"4421",184810,20,"16-25",20.6,1,2,"M",1,"Married",0,14,"11+",12.97,"D",1,566,1,566,6.33859407820318
"14736",180126,25,"16-25",20.6,8,4,"F",0,"Married",0,12,"11+",12.97,"P",0,206,1,206,5.32787616878958
"8817",114275,40,"26-59",42.4,19,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,338,1,338,5.82304589548302
"11745",101265,35,"26-59",42.4,14,3,"F",0,"Single",1,9,"6-10",8.02,"P",0,373,1,373,5.92157841964382
"5251",171870,51,"26-59",42.4,30,2,"F",0,"Single",1,3,"0-5",2.5,"D",1,720,1,720,6.5792512120101
"423",157712,17,"16-25",20.6,0,1,"M",1,"Married",0,11,"11+",12.97,"P",0,168,1,168,5.12396397940326
"4575",174309,19,"16-25",20.6,2,2,"M",1,"Single",1,13,"11+",12.97,"D",1,1041,1,1041,6.94793706861497
"6939",181679,32,"26-59",42.4,13,2,"F",0,"Single",1,13,"11+",12.97,"P",0,340,1,340,5.82894561761021
"2508",119519,23,"16-25",20.6,4,1,"M",1,"Single",1,13,"11+",12.97,"D",1,615,1,615,6.42162226780652
"8386",142102,54,"26-59",42.4,37,3,"M",1,"Married",0,8,"6-10",8.02,"P",0,369,1,369,5.91079664404053
"8404",120910,39,"26-59",42.4,20,3,"F",0,"Single",1,4,"0-5",2.5,"D",1,592,1,592,6.38350663488401
"11420",196457,66,"60+",65.1,45,3,"M",1,"Married",0,9,"6-10",8.02,"P",0,295,1,295,5.68697535633982
"8391",129376,27,"26-59",42.4,6,3,"F",0,"Single",1,6,"6-10",8.02,"P",0,345,1,345,5.84354441703136
"10635",194225,53,"26-59",42.4,35,3,"M",1,"Single",1,12,"11+",12.97,"P",0,414,1,414,6.02586597382531
"10659",144262,66,"60+",65.1,46,3,"F",0,"Single",1,13,"11+",12.97,"P",0,124,1,124,4.82028156560504
"10806",101150,43,"26-59",42.4,23,3,"F",0,"Single",1,0,"0-5",2.5,"P",0,468,1,468,6.14846829591765
"4229",174661,18,"16-25",20.6,0,2,"F",0,"Married",0,13,"11+",12.97,"P",0,111,1,111,4.70953020131233
"5764",171488,20,"16-25",20.6,3,2,"M",1,"Married",0,11,"11+",12.97,"P",0,336,1,336,5.8171111599632
"12188",109061,50,"26-59",42.4,32,3,"M",1,"Single",1,11,"11+",12.97,"P",0,420,1,420,6.04025471127741
"14025",191569,38,"26-59",42.4,21,4,"M",1,"Single",1,3,"0-5",2.5,"D",1,828,1,828,6.71901315438526
"4989",133053,25,"16-25",20.6,6,2,"M",1,"Single",1,10,"6-10",8.02,"D",1,1137,1,1137,7.03614849375054
"536",188905,32,"26-59",42.4,11,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,303,1,303,5.71373280550937
"5213",123092,60,"60+",65.1,41,2,"M",1,"Single",1,7,"6-10",8.02,"P",0,496,1,496,6.20657592672493
"10108",184656,41,"26-59",42.4,21,3,"F",0,"Single",1,11,"11+",12.97,"P",0,217,1,217,5.37989735354046
"9410",170801,64,"60+",65.1,46,3,"M",1,"Single",1,0,"0-5",2.5,"P",0,412,1,412,6.02102334934953
"13410",134194,41,"26-59",42.4,22,4,"F",0,"Married",0,13,"11+",12.97,"P",0,180,1,180,5.19295685089021
"3851",183797,23,"16-25",20.6,5,2,"F",0,"Married",0,14,"11+",12.97,"P",0,435,1,435,6.07534603108868
"8692",151334,55,"26-59",42.4,37,3,"F",0,"Single",1,9,"6-10",8.02,"P",0,377,1,377,5.93224518744801
"10745",191800,35,"26-59",42.4,14,3,"M",1,"Married",0,15,"11+",12.97,"P",0,281,1,281,5.63835466933375
"12088",185764,39,"26-59",42.4,19,3,"F",0,"Single",1,9,"6-10",8.02,"P",0,492,1,492,6.19847871649231
"2409",119790,35,"26-59",42.4,18,1,"F",0,"Married",0,7,"6-10",8.02,"P",0,294,1,294,5.68357976733868
"7631",124375,19,"16-25",20.6,0,2,"M",1,"Married",0,14,"11+",12.97,"P",0,192,1,192,5.25749537202778
"12058",196420,19,"16-25",20.6,1,3,"F",0,"Single",1,13,"11+",12.97,"D",1,503,1,503,6.22059017009974
"5018",143938,68,"60+",65.1,47,2,"F",0,"Single",1,6,"6-10",8.02,"P",0,333,1,333,5.80814248998044
"12922",167689,67,"60+",65.1,49,4,"M",1,"Married",0,10,"6-10",8.02,"P",0,77,1,77,4.34380542185368
"13195",149600,61,"60+",65.1,44,4,"M",1,"Single",1,11,"11+",12.97,"P",0,173,1,173,5.15329159449778
"13506",119590,22,"16-25",20.6,3,4,"F",0,"Married",0,9,"6-10",8.02,"P",0,273,1,273,5.60947179518496
"13522",193964,28,"26-59",42.4,10,4,"F",0,"Single",1,11,"11+",12.97,"P",0,197,1,197,5.28320372873799
"4553",113051,25,"16-25",20.6,6,2,"F",0,"Married",0,13,"11+",12.97,"P",0,286,1,286,5.65599181081985
"9854",163903,16,"16-25",20.6,0,3,"M",1,"Married",0,11,"11+",12.97,"P",0,271,1,271,5.6021188208797
"11474",102507,23,"16-25",20.6,6,3,"M",1,"Single",1,14,"11+",12.97,"P",0,278,1,278,5.62762111369064
"1822",126247,61,"60+",65.1,44,1,"M",1,"Married",0,6,"6-10",8.02,"P",0,227,1,227,5.4249500174814
"10168",161677,19,"16-25",20.6,2,3,"M",1,"Single",1,10,"6-10",8.02,"D",1,733,1,733,6.59714570188665
"7022",149269,69,"60+",65.1,51,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,69,1,69,4.23410650459726
"2640",172261,48,"26-59",42.4,30,2,"F",0,"Married",0,0,"0-5",2.5,"D",1,591,1,591,6.3818160174061
"14589",149769,38,"26-59",42.4,18,4,"F",0,"Single",1,10,"6-10",8.02,"P",0,394,1,394,5.97635090929793
"7685",193965,36,"26-59",42.4,16,2,"F",0,"Single",1,12,"11+",12.97,"P",0,309,1,309,5.73334127689775
"7536",171705,29,"26-59",42.4,12,2,"M",1,"Married",0,3,"0-5",2.5,"D",1,515,1,515,6.24416690066374
"11662",143394,70,"60+",65.1,50,3,"M",1,"Married",0,7,"6-10",8.02,"P",0,195,1,195,5.27299955856375
"6413",132184,25,"16-25",20.6,6,2,"F",0,"Single",1,14,"11+",12.97,"P",0,359,1,359,5.88332238848828
"13733",113217,41,"26-59",42.4,21,4,"F",0,"Single",1,3,"0-5",2.5,"P",0,478,1,478,6.16961073249146
"13782",132342,24,"16-25",20.6,7,4,"M",1,"Married",0,11,"11+",12.97,"D",1,573,1,573,6.35088571671474
"1457",189615,22,"16-25",20.6,5,1,"F",0,"Single",1,7,"6-10",8.02,"P",0,407,1,407,6.00881318544259
"9937",183596,23,"16-25",20.6,6,3,"M",1,"Single",1,5,"0-5",2.5,"D",1,1582,1,1200,7.3664451483276
"10848",132014,50,"26-59",42.4,30,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,346,1,346,5.84643877505772
"7924",193638,48,"26-59",42.4,30,3,"M",1,"Single",1,10,"6-10",8.02,"P",0,445,1,445,6.09807428216624
"10487",161213,22,"16-25",20.6,4,3,"F",0,"Single",1,15,"11+",12.97,"P",0,402,1,402,5.99645208861902
"10763",124026,30,"26-59",42.4,10,3,"F",0,"Married",0,13,"11+",12.97,"P",0,300,1,300,5.7037824746562
"11708",132375,55,"26-59",42.4,36,3,"M",1,"Married",0,7,"6-10",8.02,"P",0,388,1,388,5.96100533962327
"8267",144156,29,"26-59",42.4,12,3,"F",0,"Married",0,7,"6-10",8.02,"P",0,324,1,324,5.78074351579233
"12653",109749,66,"60+",65.1,47,3,"F",0,"Married",0,6,"6-10",8.02,"P",0,78,1,78,4.35670882668959
"11912",192647,59,"26-59",42.4,42,3,"F",0,"Single",1,9,"6-10",8.02,"P",0,379,1,379,5.93753620508243
"12984",139868,65,"60+",65.1,46,4,"M",1,"Single",1,2,"0-5",2.5,"P",0,75,1,75,4.31748811353631
"12267",176463,22,"16-25",20.6,5,3,"F",0,"Single",1,12,"11+",12.97,"D",1,517,1,517,6.24804287450843
"13981",115774,19,"16-25",20.6,0,4,"M",1,"Single",1,12,"11+",12.97,"D",1,559,1,559,6.3261494731551
"9438",170693,56,"26-59",42.4,36,3,"M",1,"Married",0,9,"6-10",8.02,"P",0,398,1,398,5.98645200528444
"13567",160854,54,"26-59",42.4,34,4,"M",1,"Married",0,7,"6-10",8.02,"P",0,425,1,425,6.05208916892442
"3953",116444,66,"60+",65.1,46,2,"M",1,"Married",0,10,"6-10",8.02,"P",0,180,1,180,5.19295685089021
"3187",123401,22,"16-25",20.6,3,2,"F",0,"Single",1,15,"11+",12.97,"P",0,483,1,483,6.18001665365257
"3858",190239,36,"26-59",42.4,17,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,320,1,320,5.76832099579377
"3548",188065,68,"60+",65.1,49,2,"M",1,"Single",1,0,"0-5",2.5,"P",0,277,1,277,5.62401750618734
"3761",130926,70,"60+",65.1,49,2,"F",0,"Married",0,5,"0-5",2.5,"P",0,40,1,40,3.68887945411394
"8044",163543,18,"16-25",20.6,1,3,"M",1,"Married",0,7,"6-10",8.02,"D",1,606,1,606,6.40687998606931
"2638",100882,40,"26-59",42.4,22,2,"F",0,"Single",1,0,"0-5",2.5,"D",1,693,1,693,6.5410299991899
"9437",110090,16,"16-25",20.6,0,3,"M",1,"Single",1,14,"11+",12.97,"D",1,530,1,530,6.27287700654617
"4435",169527,46,"26-59",42.4,29,2,"F",0,"Single",1,10,"6-10",8.02,"P",0,404,1,404,6.00141487796115
"10666",138165,48,"26-59",42.4,27,3,"F",0,"Married",0,11,"11+",12.97,"P",0,213,1,213,5.36129216570943
"15282",134146,17,"16-25",20.6,0,4,"F",0,"Single",1,9,"6-10",8.02,"P",0,376,1,376,5.92958914338989
"7794",150918,42,"26-59",42.4,24,3,"M",1,"Single",1,10,"6-10",8.02,"P",0,346,1,346,5.84643877505772
"1825",152228,34,"26-59",42.4,14,1,"M",1,"Single",1,10,"6-10",8.02,"P",0,464,1,464,6.13988455222626
"10197",137085,53,"26-59",42.4,36,3,"F",0,"Married",0,5,"0-5",2.5,"P",0,410,1,410,6.01615715969835
"8558",106051,34,"26-59",42.4,14,3,"F",0,"Married",0,6,"6-10",8.02,"P",0,325,1,325,5.78382518232974
"3904",189489,64,"60+",65.1,47,2,"M",1,"Married",0,10,"6-10",8.02,"P",0,241,1,241,5.48479693349065
"4855",189302,65,"60+",65.1,47,2,"M",1,"Single",1,7,"6-10",8.02,"P",0,327,1,327,5.78996017089725
"2220",127344,58,"26-59",42.4,39,1,"M",1,"Married",0,11,"11+",12.97,"P",0,325,1,325,5.78382518232974
"8489",179062,67,"60+",65.1,50,3,"M",1,"Single",1,7,"6-10",8.02,"P",0,43,1,43,3.76120011569356
"8449",103401,29,"26-59",42.4,9,3,"F",0,"Single",1,12,"11+",12.97,"P",0,180,1,180,5.19295685089021
"12550",155078,61,"60+",65.1,43,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,106,1,106,4.66343909411207
"13306",190507,60,"60+",65.1,39,4,"M",1,"Married",0,5,"0-5",2.5,"P",0,500,1,500,6.21460809842219
"3071",137238,63,"60+",65.1,44,2,"M",1,"Married",0,7,"6-10",8.02,"P",0,275,1,275,5.61677109766657
"2978",163040,70,"60+",65.1,50,2,"F",0,"Single",1,12,"11+",12.97,"P",0,169,1,169,5.12989871492307
"3759",122374,35,"26-59",42.4,15,2,"M",1,"Married",0,7,"6-10",8.02,"P",0,342,1,342,5.8348107370626
"4108",172397,18,"16-25",20.6,0,2,"M",1,"Married",0,12,"11+",12.97,"P",0,491,1,491,6.19644412779452
"14577",154193,59,"26-59",42.4,38,4,"F",0,"Single",1,1,"0-5",2.5,"D",1,637,1,637,6.45676965557216
"12069",171962,23,"16-25",20.6,6,3,"M",1,"Married",0,8,"6-10",8.02,"D",1,614,1,614,6.41999492814714
"353",177869,39,"26-59",42.4,21,1,"M",1,"Single",1,8,"6-10",8.02,"P",0,352,1,352,5.8636311755981
"5905",117126,56,"26-59",42.4,38,2,"F",0,"Single",1,3,"0-5",2.5,"D",1,563,1,563,6.33327962813969
"9002",183284,16,"16-25",20.6,0,3,"F",0,"Single",1,11,"11+",12.97,"D",1,591,1,591,6.3818160174061
"5920",180309,66,"60+",65.1,48,2,"M",1,"Married",0,1,"0-5",2.5,"P",0,140,1,140,4.9416424226093
"11013",137393,24,"16-25",20.6,5,3,"M",1,"Single",1,12,"11+",12.97,"D",1,798,1,798,6.68210859744981
"1724",115108,67,"60+",65.1,50,1,"M",1,"Single",1,9,"6-10",8.02,"P",0,219,1,219,5.3890717298165
"5670",192065,63,"60+",65.1,44,2,"M",1,"Single",1,7,"6-10",8.02,"P",0,380,1,380,5.94017125272043
"9048",158363,29,"26-59",42.4,8,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,477,1,477,6.16751649088834
"6640",191555,26,"26-59",42.4,8,2,"M",1,"Single",1,4,"0-5",2.5,"D",1,693,1,693,6.5410299991899
"5833",148654,17,"16-25",20.6,0,2,"F",0,"Single",1,3,"0-5",2.5,"D",1,1319,1,1200,7.18462915271731
"11267",160194,40,"26-59",42.4,20,3,"F",0,"Single",1,7,"6-10",8.02,"P",0,338,1,338,5.82304589548302
"7889",123363,30,"26-59",42.4,11,3,"M",1,"Single",1,11,"11+",12.97,"P",0,202,1,202,5.30826769740121
"6455",197380,70,"60+",65.1,53,2,"M",1,"Married",0,2,"0-5",2.5,"P",0,299,1,299,5.70044357339069
"1767",153977,45,"26-59",42.4,24,1,"M",1,"Married",0,6,"6-10",8.02,"P",0,355,1,355,5.87211778947542
"4376",128864,68,"60+",65.1,51,2,"F",0,"Single",1,11,"11+",12.97,"P",0,136,1,136,4.91265488573605
"13783",193717,22,"16-25",20.6,4,4,"M",1,"Single",1,11,"11+",12.97,"D",1,771,1,771,6.64768837356333
"13730",105763,56,"26-59",42.4,38,4,"M",1,"Single",1,9,"6-10",8.02,"D",1,529,1,529,6.2709884318583
"12715",150225,50,"26-59",42.4,29,3,"M",1,"Single",1,15,"11+",12.97,"P",0,488,1,488,6.19031540585315
"13131",142851,59,"26-59",42.4,42,4,"F",0,"Married",0,0,"0-5",2.5,"D",1,541,1,541,6.29341927884648
"8390",113218,25,"16-25",20.6,8,3,"F",0,"Married",0,15,"11+",12.97,"P",0,197,1,197,5.28320372873799
"9735",134812,44,"26-59",42.4,27,3,"F",0,"Single",1,11,"11+",12.97,"P",0,163,1,163,5.09375020080676
"2148",115010,25,"16-25",20.6,8,1,"F",0,"Single",1,12,"11+",12.97,"P",0,436,1,436,6.07764224334903
"12538",144686,70,"60+",65.1,53,3,"M",1,"Single",1,2,"0-5",2.5,"P",0,197,1,197,5.28320372873799
"464",170144,46,"26-59",42.4,25,1,"M",1,"Single",1,15,"11+",12.97,"P",0,275,1,275,5.61677109766657
"3609",148181,64,"60+",65.1,44,2,"F",0,"Single",1,7,"6-10",8.02,"P",0,302,1,302,5.71042701737487
"3504",156610,44,"26-59",42.4,27,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,314,1,314,5.74939298590825
"13806",124116,65,"60+",65.1,45,4,"M",1,"Single",1,11,"11+",12.97,"P",0,183,1,183,5.20948615284142
"11619",161155,27,"26-59",42.4,6,3,"M",1,"Married",0,1,"0-5",2.5,"D",1,637,1,637,6.45676965557216
"5354",139432,51,"26-59",42.4,30,2,"M",1,"Single",1,14,"11+",12.97,"P",0,309,1,309,5.73334127689775
"5229",125221,50,"26-59",42.4,33,2,"F",0,"Married",0,6,"6-10",8.02,"P",0,357,1,357,5.87773578177964
"12983",129450,52,"26-59",42.4,32,4,"M",1,"Married",0,14,"11+",12.97,"P",0,125,1,125,4.8283137373023
"13657",158451,69,"60+",65.1,51,4,"F",0,"Married",0,7,"6-10",8.02,"P",0,124,1,124,4.82028156560504
"14978",142650,61,"60+",65.1,44,4,"M",1,"Single",1,0,"0-5",2.5,"D",1,879,1,879,6.77878489768518
"1685",177363,21,"16-25",20.6,2,1,"F",0,"Married",0,10,"6-10",8.02,"P",0,263,1,263,5.57215403217776
"9681",168530,25,"16-25",20.6,8,3,"F",0,"Married",0,4,"0-5",2.5,"D",1,756,1,756,6.62804137617953
"10980",114951,17,"16-25",20.6,0,3,"M",1,"Single",1,6,"6-10",8.02,"D",1,798,1,798,6.68210859744981
"31",190883,68,"60+",65.1,49,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,156,1,156,5.04985600724954
"8187",160761,53,"26-59",42.4,36,3,"F",0,"Single",1,12,"11+",12.97,"P",0,209,1,209,5.34233425196481
"9349",180326,24,"16-25",20.6,5,3,"M",1,"Single",1,12,"11+",12.97,"D",1,869,1,869,6.76734312526539
"13372",170980,23,"16-25",20.6,6,4,"F",0,"Single",1,11,"11+",12.97,"P",0,279,1,279,5.63121178182137
"12036",195462,55,"26-59",42.4,34,3,"F",0,"Married",0,13,"11+",12.97,"P",0,335,1,335,5.81413053182507
"8535",158802,23,"16-25",20.6,4,3,"F",0,"Single",1,15,"11+",12.97,"D",1,525,1,525,6.26339826259162
"6955",179121,21,"16-25",20.6,4,2,"M",1,"Single",1,13,"11+",12.97,"D",1,745,1,745,6.61338421837956
"13821",174157,59,"26-59",42.4,41,4,"M",1,"Married",0,8,"6-10",8.02,"P",0,389,1,389,5.96357934361845
"4851",180425,18,"16-25",20.6,1,2,"F",0,"Married",0,14,"11+",12.97,"P",0,134,1,134,4.89783979995091
"14165",166857,25,"16-25",20.6,6,4,"M",1,"Married",0,13,"11+",12.97,"P",0,197,1,197,5.28320372873799
"4170",148221,66,"60+",65.1,46,2,"M",1,"Single",1,2,"0-5",2.5,"P",0,451,1,451,6.11146733950268
"15258",181349,36,"26-59",42.4,15,4,"M",1,"Married",0,4,"0-5",2.5,"P",0,424,1,424,6.04973345523196
"2819",125622,22,"16-25",20.6,3,2,"M",1,"Single",1,13,"11+",12.97,"D",1,689,1,689,6.53524127101366
"9186",189507,24,"16-25",20.6,6,3,"M",1,"Single",1,6,"6-10",8.02,"D",1,832,1,832,6.72383244082121
"13905",113376,38,"26-59",42.4,19,4,"F",0,"Single",1,4,"0-5",2.5,"P",0,500,1,500,6.21460809842219
"357",152972,25,"16-25",20.6,6,1,"M",1,"Married",0,11,"11+",12.97,"D",1,584,1,584,6.36990098282823
"15285",161657,36,"26-59",42.4,19,4,"M",1,"Single",1,12,"11+",12.97,"P",0,204,1,204,5.31811999384422
"8835",116156,56,"26-59",42.4,36,3,"F",0,"Married",0,5,"0-5",2.5,"D",1,555,1,555,6.31896811374643
"7687",191601,61,"60+",65.1,41,3,"M",1,"Single",1,15,"11+",12.97,"P",0,287,1,287,5.65948221575962
"7226",158690,44,"26-59",42.4,26,2,"M",1,"Married",0,15,"11+",12.97,"P",0,118,1,118,4.77068462446567
"8003",107052,22,"16-25",20.6,3,3,"M",1,"Single",1,8,"6-10",8.02,"D",1,1043,1,1043,6.94985645500077
"9080",100873,41,"26-59",42.4,24,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,360,1,360,5.88610403145016
"5399",182618,20,"16-25",20.6,2,2,"F",0,"Single",1,10,"6-10",8.02,"P",0,476,1,476,6.16541785423142
"5053",105716,34,"26-59",42.4,15,2,"F",0,"Married",0,14,"11+",12.97,"P",0,223,1,223,5.40717177146012
"8438",196944,38,"26-59",42.4,20,3,"F",0,"Married",0,2,"0-5",2.5,"D",1,640,1,640,6.46146817635372
"370",135730,31,"26-59",42.4,12,1,"M",1,"Single",1,2,"0-5",2.5,"D",1,801,1,801,6.68586094706836
"4344",185743,19,"16-25",20.6,1,2,"F",0,"Single",1,11,"11+",12.97,"P",0,247,1,247,5.50938833662798
"8847",151754,18,"16-25",20.6,0,3,"M",1,"Married",0,15,"11+",12.97,"P",0,361,1,361,5.88887795833288
"440",169949,28,"26-59",42.4,11,1,"M",1,"Single",1,4,"0-5",2.5,"D",1,836,1,836,6.7286286130847
"3127",145288,65,"60+",65.1,44,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,266,1,266,5.5834963087817
"3887",134804,33,"26-59",42.4,13,2,"M",1,"Single",1,3,"0-5",2.5,"D",1,1030,1,1030,6.93731408122368
"5264",162527,62,"60+",65.1,41,2,"F",0,"Single",1,11,"11+",12.97,"P",0,46,1,46,3.8286413964891
"13886",147833,26,"26-59",42.4,6,4,"F",0,"Single",1,14,"11+",12.97,"P",0,280,1,280,5.63478960316925
"3331",182686,25,"16-25",20.6,8,2,"F",0,"Married",0,12,"11+",12.97,"P",0,200,1,200,5.29831736654804
"5008",182186,47,"26-59",42.4,29,2,"M",1,"Married",0,1,"0-5",2.5,"D",1,627,1,627,6.44094654063292
"7331",157657,70,"60+",65.1,52,2,"F",0,"Married",0,13,"11+",12.97,"P",0,201,1,201,5.30330490805908
"8526",160828,28,"26-59",42.4,8,3,"F",0,"Married",0,12,"11+",12.97,"P",0,143,1,143,4.96284463025991
"14987",167780,62,"60+",65.1,41,4,"M",1,"Married",0,12,"11+",12.97,"P",0,87,1,87,4.46590811865458
